row_insert_order,PreviousDayDate,Symbol_Input,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,trailingPE,forwardPE,symbol,shortName,longName,industry,sector,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson
882650,2026-01-21 19:32:31,ABB.BO,3625,9,3,2,8,3,86400,2,4691.0,4640.5,4750.65,43.27,0.92,1754611200,0.5189,0.34,0.49,11704,11704,8349,,,,,5389.713,43.27,0.009219526,942286700544,51436091,211908375,0.75321,0.116459996,211908376,339.529,13.861408,-0.071,83.54,90.16087,-0.25234967,9.77,1754611200,BSE,EQUITY,52618199040,248.401,20980500480,732200000,6943,6943,997315051520,4590.05,6482.9,7.6653748,5107.589,,,130106499072,1.018,614.041,-0.071,0.137,0.39378,0.16126,0.14009,0.13557,4693.3,4691.0,4640.5,4750.65,4693.3,56.336487,52.199474,ABB.BO,ABB INDIA LIMITED,ABB India Limited,Specialty Industrial Machinery,Industrials,4706.35,6095.0,4504.0,5275.5386,5265.0,2.69231,hold,26,0.28,2.2,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882651,2026-01-21 19:32:31,ABBOTINDIA.BO,3659,,,,,,86400,2,27215.55,26919.65,27687.7,475.0,1.75,1753401600,0.6689,0.92,0.017,499,499,619,0.20238,0.40068,15935850496,10518299648,30758.428,0.0,0.0,556733825024,5193319,21249302,0.75497,0.078600004,21249303,1887.476,14.625193,0.158,710.32,823.0649,-0.01911813,475.0,1753401600,BSE,EQUITY,23423500288,1102.276,17731700736,1824499968,1024,1024,586580623360,25260.2,35921.55,8.736197,28727.209,2.015,2.755,67143700480,4.549,3159.782,0.158,0.076,0.45773,0.26409,0.27517998,0.22473,27215.5,27215.55,26919.65,27687.7,27215.5,38.862343,33.53891,ABBOTINDIA.BO,ABBOTT INDIA LTD.,Abbott India Limited,Drug Manufacturers - Specialty & Generic,Healthcare,27604.7,40000.0,27890.0,34723.75,35000.0,1.75,buy,8,1.43,2.9,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
882652,2026-01-21 19:32:31,ABCAPITAL.BO,63750,,,,,,86400,2,352.75,343.1,356.7,,,,0.0,,0.656,422190,422190,633589,0.01203,0.10341,,-302304493568,281.51224,0.0,0.0,2452673003520,822285798,2617487489,0.73634005,0.111049995,2617487489,123.042,2.814486,-0.146,12.4,19.73101,1.0510821,,,BSE,EQUITY,68482699264,26.184,,1571729440768,110438,110438,906435952640,148.75,369.25,3.0662687,349.107,67.394,67.394,295615299584,459.779,113.399,-0.147,-0.031,0.27144,0.0,0.15333,0.11038,355.35,352.75,343.1,356.7,355.35,27.92742,17.551052,ABCAPITAL.BO,Aditya Birla Capital Ltd,Aditya Birla Capital Limited,Financial Conglomerates,Financial Services,346.3,435.0,300.0,392.66666,407.5,1.16667,strong_buy,12,-2.55,1.8,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential,Buy,Trading near its 52-week high (bullish momentum)
882653,2026-01-21 19:32:31,ABCINDQ.BO,88,,,,,,86400,2,73.09,69.0,73.09,0.5,0.71,1757635200,0.1096,1.08,0.688,69,69,2080,-0.00545,0.015579999,39923248,88944000,83.98325,0.0,0.0,379358560,837945,5417232,0.75158,0.0,5417232,94.062,0.74419004,-0.921,-9.95,,-0.35636365,0.5,1757635200,BSE,EQUITY,192068992,33.197,-862000,161799008,647,647,379206240,67.55,118.0,0.21712963,75.988,1.303,1.724,1746450944,29.731,312.096,-0.926,-0.128,0.04147,-0.00049,-0.04697,0.00479,70.8,73.09,69.0,73.09,70.8,,,ABCINDQ.BO,ABC INDIA LTD.,ABC India Limited,Trucking,Industrials,70.0,,,,,,none,,-1.13,3.8,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,Trading near its 52-week low (bearish momentum)
882654,2026-01-21 19:32:31,ABDL.BO,902,,,,,,86400,2,438.45,429.3,442.25,3.6,0.82,1750982400,0.39139998,,,26438,26438,40527,0.07744,0.17039,-993270720,1978140032,494.90524,0.0,0.0,135895080960,55044511,279710151,0.80926,0.05208,279915452,54.034,8.078247,0.352,9.18,12.397,0.118965745,3.6,1750982400,BSE,EQUITY,1571224064,5.448,4924175872,10556705792,51532,51532,122183098368,278.9,719.95,3.2069774,599.472,0.948,1.358,38099144704,66.738,135.022,0.312,0.144,0.42786998,0.12925,0.10976,0.06745,439.25,438.45,429.3,442.25,439.25,47.54902,35.21013,ABDL.BO,Allied Blenders and Distillers,,Beverages - Wineries & Distilleries,Consumer Defensive,436.5,800.0,540.0,712.1,734.0,1.2,strong_buy,10,-0.63,2.9,Hold,Buy,High Beta (more volatile)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882655,2026-01-21 19:32:31,ABFRL.BO,33085,,,,,,86400,2,67.9,64.49,68.05,,,,0.0,,-0.429,1126655,1126655,439773,-0.01747,-0.14866,9007462400,10125599744,109.98265,0.0,0.0,121853894656,573027923,1216215063,0.57116,0.15794,1216215063,51.526,1.2560649,,-6.5,6.2,-0.75688946,,,BSE,EQUITY,21495699456,17.714,-4168900096,56652398592,1378862,1378862,78713438208,64.49,295.6,1.0178742,76.391,0.575,1.433,77331202048,84.682,67.775,,-0.456,0.55842996,-0.05391,-0.12937,-0.07028,67.84,67.9,64.49,68.05,67.84,,10.43871,ABFRL.BO,Aditya Birla Fashion and Retai,Aditya Birla Fashion and Retail Limited,Apparel Manufacturing,Consumer Cyclical,64.72,131.0,50.0,82.76471,80.0,3.22222,hold,17,-4.6,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Buy,Low Forward P/E (<20) indicates growth potential,Hold,Trading near its 52-week low (bearish momentum)
882656,2026-01-21 19:32:31,ABHICAP.BO,5,,,,,,86400,2,116.0,114.85,121.8,,,,0.0,,0.046,151,151,1857,0.02258,0.02832,189416000,-293080000,131.36,0.0,0.0,813283328,508656,6924600,0.90712,0.0,6924600,111.482,1.092553,-0.088,3.26,,-0.19123507,,,BSE,EQUITY,27801000,4.026,,0,247,247,843416320,103.35,179.85,19.144623,121.685,104.909,833.083,44055000,,6.405,-0.083,-0.489,1.0,0.0,0.83529997,0.51424,121.8,116.0,114.85,121.8,121.8,37.361965,,ABHICAP.BO,ABHINAV CAPITAL SERVICES LTD.,Abhinav Capital Services Limited,Credit Services,Financial Services,121.8,,,,,,none,,0.0,1.4,Strong Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
882657,2026-01-21 19:32:31,ABHIFIN.BO,,,,,,,86400,2,42.35,42.35,42.35,,,,0.0,,-0.495,5,5,4028,0.00428,0.00454,,-10643208,58.811863,0.0,0.0,180499744,1044854,4612710,0.77172995,0.0,4612711,12.589,3.364048,-0.711,0.08,,-0.30448347,,,BSE,EQUITY,23941000,4.962,,102000,2100,2100,195348304,39.57,75.6,41.259014,53.2352,18.683,21.134,4734682,0.168,0.967,-0.745,-0.588,0.81336,0.0,0.21695,0.05088,42.35,42.35,42.35,42.35,42.35,529.375,,ABHIFIN.BO,Abhishek Finlease limited,Abhishek Finlease Limited,Asset Management,Financial Services,42.35,,,,,,none,,0.0,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),None,None,Hold,Trading near its 52-week low (bearish momentum)
882658,2026-01-21 19:32:31,ABHIINFRA.BO,3,,,,,,86400,2,7.01,7.01,7.33,,,,0.0,,0.179,236,236,1848,-0.01984,-0.062459998,875750,-21000,7.1021,0.0,0.0,46858964,1415356,5049000,0.72016,0.0,5049000,7.331,0.9998636,,-0.47,,-0.24021739,,,BSE,EQUITY,828000,0.163,-2392000,12279000,481,481,37009168,5.57,9.56,,7.2014,1.718,2.791,,33.066,0.0,,,0.0,0.0,0.0,0.0,6.99,7.01,7.01,7.33,6.99,,,ABHIINFRA.BO,Abhishek Infraventures Limited,Abhishek Infraventures Limited,Engineering & Construction,Industrials,7.33,,,,,,none,,4.86,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,No strong momentum
882659,2026-01-21 19:32:31,ABINFRA.BO,27,,,,,,86400,2,18.81,17.76,19.19,0.01,0.03,1758499200,0.0139999995,,0.764,22237,22237,45370,0.08478,0.15856,-556608384,-255932992,16.659636,0.0,0.0,12389374976,176177391,638789360,0.84290004,0.0,641118280,2.434,7.59244,-0.404,0.36,,1.0665696,0.05,1758499200,BSE,EQUITY,432166016,0.669,374460992,913212032,56959,56959,11847865344,6.848,22.9,4.8426805,18.9862,1.04,2.211,2446551040,58.087,4.227,-0.593,-0.21,0.20175,0.15306,0.11422,0.07869,18.44,18.81,17.76,19.19,18.44,51.33333,,ABINFRA.BO,A B INFRABUILD LIMITED,A B Infrabuild Limited,Engineering & Construction,Industrials,18.48,,,,,,none,,0.22,1.6,Buy,Hold,Low Beta (less volatile than the market),None,None,Hold,No strong momentum
882660,2026-01-21 19:32:31,ABIRAFN.BO,,,,,,,86400,2,36.69,36.69,37.5,1.5,4.0,1756339200,1.6697999,,0.123,369,369,593,0.02377,0.02478,,-9269790,44.23535,0.0,0.0,20641650,802947,5400000,0.90196,0.0,5400000,35.448,1.0350372,0.046,0.9,,-0.39418417,1.5,1756339200,BSE,EQUITY,183524992,33.709,,0,738,738,198126000,36.0,63.24,14.79525,40.245,25.113,26.09,13391190,,2.491,0.038,-0.039,0.96810997,0.0,0.55426,0.36009,37.5,36.69,36.69,37.5,37.5,40.766666,,ABIRAFN.BO,ABIRAMI FINANCIAL SERVICES (IN,Abirami Financial Services (India) Limited,Credit Services,Financial Services,36.69,,,,,,none,,-2.16,2.9,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
882661,2026-01-21 19:32:31,ABMKNO.BO,561,,,,,,86400,2,264.25,264.25,268.0,1.25,0.46,1755820800,0.1928,1.84,0.321,1998,1998,5152,0.03731,0.06573,-114107752,-65426000,210.69325,0.0,0.0,4451387392,3737280,20002200,0.81345004,0.0,20002200,118.724,2.2573364,-0.468,6.47,9.87,0.38291872,1.25,1755820800,BSE,EQUITY,1018363008,50.833,179507008,0,4969,4969,5360589824,145.1,325.0,5.370348,270.462,7.079,8.466,998182976,,49.885,-0.468,-0.015,0.33058,0.17983,0.098500006,0.12997,269.6,264.25,264.25,268.0,269.6,41.421947,27.152988,ABMKNO.BO,ABM KNOWLEDGEWARE LTD.,ABM Knowledgeware Limited,Software - Application,Technology,268.0,,,,,,none,,-0.59,2.6,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),None,None,Hold,No strong momentum
882662,2026-01-21 19:32:31,ABREL.BO,2411,,,,,,86400,2,1370.6,1340.0,1391.35,2.0,0.15,1752537600,0.4016,0.32,0.259,13798,13798,8616,-0.0083,-0.070300005,-24928362496,4085700096,1901.7472,0.0,0.0,193842610176,58310646,110559153,0.55513,0.2075,110559154,343.365,3.9254148,,-23.98,125.0,-0.25737125,2.0,1752537600,BSE,EQUITY,12046999552,109.449,-2155800064,54899101696,9058,9058,149017149440,1340.0,2535.0,17.488632,1690.182,0.132,1.577,8520800256,144.576,77.436,,-0.913,0.39942002,-0.253,-0.87714994,-0.2498,1370.15,1370.6,1340.0,1391.35,1370.15,,10.7828,ABREL.BO,ADITYA BIRLA REAL ESTATE LIMIT,Aditya Birla Real Estate Limited,Real Estate Services,Real Estate,1347.85,3300.0,2275.0,2653.875,2613.5,1.125,strong_buy,8,-1.63,3.8,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Buy,Low Forward P/E (<20) indicates growth potential,Hold,Trading near its 52-week low (bearish momentum)
882663,2026-01-21 19:32:31,ABSLAMC.BO,1403,,,,,,86400,2,785.0,774.0,796.75,24.0,3.05,1753228800,0.7154,,0.241,17889,17889,15870,0.21365,0.28410998,8428212736,7749199872,779.17773,0.0,0.0,226725445632,152323147,288777425,0.44894,0.41289002,288777426,123.472,6.3423285,-0.004,33.53,40.5,0.093283296,24.0,1753228800,BSE,EQUITY,1137699968,3.941,13156100096,687500032,13588,13588,226141601792,562.45,911.6,11.017539,768.759,1.202,1.202,20525600768,1.929,71.108,-0.006,-0.026,0.78407997,0.64096,0.62566,0.47306,787.0,785.0,774.0,796.75,787.0,23.355204,19.335802,ABSLAMC.BO,Aditya Birla Sun Life AMC Limi,Aditya Birla Sun Life AMC Limited,Asset Management,Financial Services,783.1,1070.0,760.0,908.2308,900.0,2.38462,buy,13,-0.5,3.0,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Buy,Low Forward P/E (<20) indicates growth potential- Highly Profitable with margins > 20%,Hold,No strong momentum
882664,2026-01-21 19:32:31,ACC.BO,3170,1,6,2,8,3,86400,2,1695.3,1672.35,1731.05,7.5,0.44,1749772800,0.0423,1.3,0.033,18703,18703,15781,0.06243,0.18207,-30405763072,-1298000000,1861.55,0.0,0.0,320714899456,71176267,187787263,0.57496,0.23166999,187787263,1061.469,1.6168159,4.608,177.2,122.42427,-0.150603,7.5,1749772800,BSE,EQUITY,2923899904,15.57,33994899456,4854400000,8002,8002,322280488960,1672.35,2123.3,1.3457702,1788.956,0.878,2.018,239476604928,2.435,1275.184,4.651,0.286,0.44687,0.14195,0.09561,0.13936,1697.35,1695.3,1672.35,1731.05,1697.35,9.6851015,14.018462,ACC.BO,ACC LTD.,ACC Limited,Building Materials,Basic Materials,1716.2,2750.0,1600.0,2084.1428,2078.0,2.45946,buy,35,1.11,4.1,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882665,2026-01-21 19:32:31,ACCEL.BO,1187,,,,,,86400,2,14.14,13.0,14.14,0.3,2.24,1758499200,0.76919997,,0.26,13078,13078,11023,0.02458,0.0341,76737248,68693000,16.0908,0.0,0.0,1356947840,13540399,57572401,0.71396005,0.0,57572402,11.909,1.1184818,0.016,0.39,,-0.36355007,0.3,1758499200,BSE,EQUITY,35059000,0.615,111150000,648025984,13766,13766,766864320,13.0,23.47,0.4589133,14.9978,0.544,0.888,1671043968,98.415,30.785,0.167,0.111,0.65356004,0.06652,0.03829,0.0123000005,13.41,14.14,13.0,14.14,13.41,34.153847,,ACCEL.BO,ACCEL LIMITED,Accel Limited,Information Technology Services,Technology,13.32,,,,,,none,,-0.67,2.9,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882666,2026-01-21 19:32:31,ACCELYA.BO,2500,,,,,,86400,2,1324.0,1300.0,1342.2,80.0,6.0,1761264000,0.59150004,4.55,0.397,805,805,5129,,,,,1381.353,0.0,0.0,19125078016,3183473,14926261,0.77037,0.00219,14926262,186.032,7.1915045,-0.088,84.55,,-0.11816436,40.0,1761264000,BSE,EQUITY,1400846976,93.851,1710371200,620262976,828,828,19969099776,1218.15,1569.0,3.71312,1316.199,,,5377984000,22.338,360.302,-0.088,0.071,0.71869004,0.31803,0.2865,0.2346,1333.6,1324.0,1300.0,1342.2,1333.6,15.823181,,ACCELYA.BO,ACCELYA SOLUTIONS INDIA LIMITE,Accelya Solutions India Limited,Information Technology Services,Technology,1337.85,,,,,,none,,0.32,3.4,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Highly Profitable with margins > 20%,Hold,No strong momentum
882667,2026-01-21 19:32:31,ACE.BO,1492,,,,,,86400,2,804.7,788.0,813.65,2.0,0.25,1755129600,0.056900002,1.0,0.201,77630,77630,15722,0.110530004,0.26391,1536851072,3989041920,1101.2188,0.0,0.0,92218523648,37411790,119016480,0.66793996,0.08727,119016480,149.846,5.3041124,-0.05,35.08,39.7,-0.36732846,2.0,1755129600,BSE,EQUITY,4921299968,41.371,4999989760,1426899968,23320,23320,94594293760,788.0,1390.0,2.9264228,947.682,0.658,1.267,32324204544,8.005,271.625,-0.049,-0.016,0.32344002,0.15468,0.13467,0.12932,804.6,804.7,788.0,813.65,804.6,22.656782,20.020151,ACE.BO,ACTION CONSTRUCTION EQUIPMENT,Action Construction Equipment Limited,Farm & Heavy Construction Machinery,Industrials,794.8,1359.0,1359.0,1359.0,1359.0,,none,1,-1.22,3.0,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),None,None,Hold,Trading near its 52-week low (bearish momentum)
882668,2026-01-21 19:32:31,ACESOFT.BO,55,,,,,,86400,2,206.25,195.55,209.9,,,1221696000,0.0,,0.786,14503,14503,32348,0.04587,0.09263,-512488512,-115224000,269.27975,0.0,0.0,2739926784,6309882,12765904,0.71756,0.0,18237005,72.657,2.8483148,1.103,3.94,,-0.32700592,,,BSE,EQUITY,121559000,9.554,75655000,127677000,26747,26747,3774147840,180.0,378.8,7.9220915,232.846,1.289,2.34,476408000,13.105,40.358,-0.306,1.394,0.45937002,0.1588,0.14818,0.13799,210.95,206.25,195.55,209.9,210.95,52.52538,,ACESOFT.BO,ACE SOFTWARE EXPORTS LTD.,Ace Software Exports Limited,Software - Application,Technology,206.95,,,,,,none,,-1.9,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882669,2026-01-21 19:32:31,ACGL.BO,433,,,,,,86400,2,1830.0,1710.05,1860.0,25.0,1.38,1769644800,0.2578,2.7,0.105,3053,3053,1486,,,,,1838.6575,25.0,0.013841596,10870465536,1925279,6088622,0.66055,0.0,6088622,457.527,3.8692799,1.407,96.99,44.07,-0.114436984,20.0,1750809600,BSE,EQUITY,1061187008,174.351,812990528,938537024,2823,2823,10778687488,936.0,2349.0,1.22502,1776.429,,,8798784512,33.679,1445.095,1.408,0.809,0.29064,0.0924,0.07217,0.07433,1806.15,1830.0,1710.05,1860.0,1806.15,18.252398,40.170185,ACGL.BO,AUTOMOBILE CORPORATION OF GOA,Automobile Corporation of Goa Limited,Auto Parts,Consumer Cyclical,1770.3,,,,,,none,,-1.98,3.7,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882670,2026-01-21 19:32:31,ACI.BO,262,,,,,,86400,2,519.0,517.45,546.8,3.0,0.56,1748217600,0.2171,,0.551,13635,13635,13666,0.06028,0.09313,-1252858752,1902567040,618.7765,0.0,0.0,66607337472,57275739,123458394,0.26007998,0.26618,123458394,154.432,3.4759634,0.843,13.83,28.65,-0.07782978,3.0,1748217600,BSE,EQUITY,1784695040,14.478,3013880064,2813837056,4668,4668,66272464896,409.0,727.8,5.952189,537.228,1.382,3.0,11134133248,14.782,90.13,0.858,-0.03,0.96456003,0.27069,0.16746001,0.15338999,532.0,519.0,517.45,546.8,532.0,38.81417,18.736475,ACI.BO,Archean Chemical Industries Li,Archean Chemical Industries Limited,Chemicals,Basic Materials,536.8,800.0,523.0,654.4286,660.0,2.14286,buy,7,0.9,2.9,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum
882671,2026-01-21 19:32:31,ACIIN.BO,4,,,,,,86400,4,0.95,0.89,0.99,,,,0.0,,-0.305,370422,370422,632273,-0.01988,-0.010729999,-23943500,-33727000,1.74625,0.0,0.0,97735000,88424490,110490900,0.09736,0.0,110490900,1.606,0.5977584,,-0.01,,-0.6171875,,,BSE,EQUITY,1245000,0.012,,0,631077,631077,106071256,0.89,2.75,20.410093,1.3438,0.62,44.375,5197000,,0.039,,,0.04753,0.0,-1.01058,-0.33673,0.98,0.95,0.89,0.99,0.98,,,ACIIN.BO,ACI INFOCOM LTD.,ACI Infocom Limited,Real Estate - Development,Real Estate,0.96,,,,,,none,,-2.04,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,Trading near its 52-week low (bearish momentum)
882672,2026-01-21 19:32:31,ACKNIT.BO,185,,,,,,86400,2,246.05,246.05,253.5,1.5,0.61,1757289600,0.056700002,0.86,0.111,3,3,638,0.05208,0.093380004,-115956248,-11939000,272.043,1.5,0.0061261994,1277691776,837453,3040000,0.73524004,0.0,3040000,296.004,0.84390754,-0.323,26.47,,-0.13770032,1.5,1757376000,BSE,EQUITY,22655000,7.455,169584000,556278016,126,126,759392000,210.2,344.0,0.31276068,270.07,0.414,1.558,2428028928,61.842,791.592,-0.322,0.071,0.41606998,0.06984,0.043390002,0.03314,244.85,246.05,246.05,253.5,244.85,9.4370985,,ACKNIT.BO,ACKNIT INDUSTRIES LTD.,Acknit Industries Limited,Footwear & Accessories,Consumer Cyclical,249.8,,,,,,none,,2.02,3.8,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,No strong momentum
882673,2026-01-21 19:32:31,ACL.BO,175,,,,,,86400,2,61.62,58.2,65.0,,,,0.0,,0.104,11049,11049,6084,-0.041890003,-1.0503299,-703162496,241900000,70.657,0.0,0.0,14607391744,9213187,92172140,0.82244,0.0,92172140,8.271,7.139403,,-17.92,,-0.17373109,,,BSE,EQUITY,344100000,3.735,-116300000,9312100352,22833,22833,5442764800,48.25,109.8,1.6335808,70.9802,0.212,0.384,3331800064,1222.06,36.154,,0.419,0.34063,-0.03491,-0.27746,-0.49577,61.21,61.62,58.2,65.0,61.21,,,ACL.BO,ANDHRA CEMENTS LTD.,Andhra Cements Limited,Building Materials,Basic Materials,59.05,,,,,,none,,-3.53,2.6,Hold,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882674,2026-01-21 19:32:31,ACLGATI.BO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,2.6,Hold,Hold,High Beta (more volatile),None,None,None,None
882675,2026-01-21 19:32:31,ACMESOLAR.BO,557,,,,,,86400,2,205.05,202.05,210.15,0.4,0.19,1746144000,0.0251,,,46503,46503,70985,0.04305,0.14244,-17938116608,-2057910016,254.062,0.0,0.0,222995464192,100301261,605971804,0.83532,0.08407,606084418,78.984,2.5884988,6.522,7.96,10.90788,-0.0136470795,0.2,1746144000,BSE,EQUITY,33912229888,55.993,16218770432,129977016320,33690,33690,123913953280,167.55,324.25,6.8286033,232.351,1.23,1.361,18146310144,271.784,30.431,5.483,0.585,0.9937,0.89378,0.60467,0.26525,209.6,205.05,202.05,210.15,209.6,25.684673,18.74333,ACMESOLAR.BO,ACME Solar Holdings Limited,ACME Solar Holdings Limited,Utilities - Renewable,Utilities,204.45,384.0,330.0,355.57144,350.0,1.0,strong_buy,7,-2.46,3.6,Underperform,Buy,High Beta (more volatile)- Pays a good dividend (>3%),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
882676,2026-01-21 19:32:31,ACML.BO,650,,,,,,86400,2,36.2,35.04,42.15,,,,0.0,,0.724,28000,28000,4071,-0.0638,-0.18218,-13341790,4138205,46.110676,0.0,0.0,599002688,2115017,14633887,0.84659,0.0,14633887,12.631,2.8382552,,-2.54,,-0.23865807,,,BSE,EQUITY,121000000,8.253,-25462004,77800000,6400,6400,524624832,31.0,59.0,0.55575025,45.2884,0.653,1.526,943993856,42.009,64.546,,-0.062,0.30492002,-0.026970001,-0.04691,-0.03932,43.8,36.2,35.04,42.15,43.8,,,ACML.BO,ADITYA CONSUMER MARKETING LIMI,Aditya Consumer Marketing Limited,Department Stores,Consumer Cyclical,35.85,,,,,,none,,-18.15,2.6,Hold,Hold,Low Beta (less volatile than the market),None,None,Hold,Trading near its 52-week low (bearish momentum)
882677,2026-01-21 19:32:31,ACROW.BO,2,,,,,,86400,2,634.6,634.45,634.6,,,1316390400,0.0,3.26,-0.632,156,156,143,-0.04362,0.00611,-13440250,-34393000,701.3942,0.0,0.0,387459968,175194,640000,0.72630996,0.0,640000,349.337,1.8165839,,2.12,,-0.12259561,,,BSE,EQUITY,94000,0.147,-15317000,0,151,151,406144000,586.15,808.0,8.139321,696.101,0.614,6.378,49899000,,77.373,,,-0.05613,-0.30696,-0.28173,0.02736,604.4,634.6,634.45,634.6,604.4,299.33963,,ACROW.BO,ACROW INDIA LTD.,Acrow India Limited,Specialty Industrial Machinery,Industrials,634.6,,,,,,none,,5.0,1.0,Strong Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,None,None,Hold,Trading near its 52-week low (bearish momentum)
