row_insert_order,PreviousDayDate,Symbol_Input,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson
4262,2024-12-14 23:36:08,ABREL.NS,Paper & Paper Products,Basic Materials,2640,,,,,,86400,2,2770.8,2769.3,2712.05,2796.0,2770.8,2769.3,2712.05,2796.0,5.0,0.0018000001,1720656000,0.19860001,0.64,0.669,108.711975,75.07503,103702,103702,252397,133221,133221,304197599232,1185.45,3140.0,6.0357985,2745.678,2296.652,,,348675112960,0.01929,55919817,110527000,0.55727,0.21677999,117209000,361.04,7.621039,,25.31,,1.2812254,5.0,1720656000,NSI,EQUITY,8081500160,72.044,6463499776,47536099328,0.162,1.588,50398900224,115.735,454.411,0.02319,0.07557,-21395249152,-19181400064,,0.022,0.37407002,0.12825,0.029189998,ABREL.NS,ADITYA BIRLA REAL EST LTD,Aditya Birla Real Estate Limited,2751.5,3804.0,3121.0,3475.0,3487.5,,none,4,-0.7,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),None,None,Buy,Trading near its 52-week high (bullish momentum)
4263,2024-12-14 23:36:08,ABSLAMC.NS,Asset Management,Financial Services,1279,,,,,,86400,2,818.25,814.8,802.25,838.8,818.25,814.8,802.25,838.8,13.5,0.0162,1722470400,0.4353,,0.277,26.880854,22.95141,601484,601484,599670,539685,539685,240064708608,450.25,911.85,12.919832,793.988,662.59326,,,239618260992,0.48208,148014702,288366016,0.44958,0.43499002,291432992,113.517,7.3337035,0.361,30.97,34.69,0.7507887,13.5,1722470400,NSI,EQUITY,1022899968,3.55,11925699584,750499968,1.375,1.375,18581100544,2.294,64.466,0.22086,0.29804,7896487424,7206199808,0.36,0.331,0.78720003,0.64182,0.64703006,ABSLAMC.NS,ADIT BIRL SUN LIF AMC LTD,Aditya Birla Sun Life AMC Limited,832.5,1100.0,610.0,830.9091,830.0,2.45455,buy,11,1.74,2.4,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
4264,2024-12-14 23:36:08,ACC.NS,Building Materials,Basic Materials,3852,4,7,1,8,6,86400,2,2229.45,2221.0,2195.0,2257.0,2229.45,2221.0,2195.0,2257.0,7.5,0.0033000002,1718323200,0.0692,1.3,0.431,20.746124,17.833168,197656,197656,374744,358582,358582,422230982656,1868.2,2844.0,2.1015415,2257.103,2442.9917,,,410295828480,0.101619996,71680817,187787008,0.64115,0.27995002,189632000,883.967,2.543138,-0.485,108.36,119.56,0.00482738,7.5,1718323200,NSI,EQUITY,19548499968,103.346,26998099968,4574099968,0.524,1.554,200914894848,2.735,1069.896,0.051820002,0.12945,11337724928,14737300480,-0.489,0.04,0.47957,0.13438,0.04206,ACC.NS,ACC LIMITED,ACC Limited,2248.05,3262.0,2100.0,2648.3428,2646.0,2.02778,buy,35,0.83,1.8,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum
4265,2024-12-14 23:36:08,ACCELYA.NS,Information Technology Services,Technology,2500,,,,,,86400,2,1585.0,1585.0,1548.0,1587.95,1585.0,1585.0,1548.0,1587.95,80.0,0.0507,1728000000,1.0236,3.66,0.545,24.876263,25.210066,6229,6229,20893,10648,10648,23555940352,1339.95,2127.4,4.61008,1604.445,1718.004,,,22315128832,0.1855,3609170,14926300,0.80478996,0.00302,14943700,189.504,8.327793,0.03,63.44,62.6,0.12837839,40.0,1728000000,NSI,EQUITY,1575260032,105.536,1749665536,334510016,,,5109660160,11.826,342.343,,,,,0.03,-0.001,0.70837,0.34242,0.32263002,ACCELYA.NS,ACCELYA SOLN INDIA LTD,Accelya Solutions India Limited,1578.15,,,,,,none,,-0.43,3.3,Hold,Buy,"Low Beta (less volatile than the market)-
 Pays a good dividend (>3%)",None,None,Hold,No strong momentum
4266,2024-12-14 23:36:08,ACCURACY.NS,Integrated Freight & Logistics,Industrials,,,,,,,86400,2,11.16,11.25,10.84,11.4,11.16,11.25,10.84,11.4,,,1663804800,,,,18.916666,,327540,327540,303198,592666,592666,1708856064,8.05,18.25,0.24103703,10.0964,10.45845,,,2703181056,0.0007,26537605,150560000,,,159734000,7.681,1.4776722,0.609,0.6,,0.19473684,0.025,1663804800,NSI,EQUITY,119300000,0.793,246620000,1148829952,0.997,1.608,7089600000,98.92,42.794,0.02587,0.00429,-16743750,279200000,0.576,-0.026,0.05258,0.03479,0.06407,ACCURACY.NS,ACCURACY SHIPPING LIMITED,Accuracy Shipping Limited,11.35,,,,,,none,,1.7,2.5,Buy,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<2) indicates potential for growth",None,None,Hold,No strong momentum
4267,2024-12-14 23:36:08,ACE.NS,Farm & Heavy Construction Machinery,Industrials,1387,,,,,,86400,2,1362.55,1362.55,1332.0,1382.7,1362.55,1362.55,1332.0,1382.7,2.0,0.0015,1724025600,0.0651,1.0,1.286,43.661236,35.32016,264485,264485,375328,377794,377794,159675154432,780.0,1695.0,5.184425,1313.183,1380.1025,,,156513681408,0.11873,37388311,119009000,0.66824996,0.07498,119125000,116.327,11.52269,0.282,30.7,40.5,0.5912626,2.0,1724025600,NSI,EQUITY,4080000000,34.301,4391834112,1141200000,0.668,1.33,30799009792,8.237,258.792,0.12332,0.30079,1377154048,3616302080,0.282,0.124,0.29749,0.1426,0.13423,ACE.NS,ACTION CONST EQUIP LTD,Action Construction Equipment Limited,1340.4,1700.0,1465.0,1582.5,1582.5,,none,2,-1.63,1.7,Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
4268,2024-12-14 23:36:08,ACEINTEG.NS,Staffing & Employment Services,Industrials,12,,,,,,86400,2,33.12,33.5,32.0,33.5,33.12,33.5,32.0,33.5,,,,,,,81.3,,27969,27969,60472,48313,48313,331704000,28.01,51.8,2.8995104,32.727,33.6606,,,308904000,0.053319998,2700042,10200000,,,10388200,18.657,1.7430456,,0.4,,-0.30882043,,,NSI,EQUITY,27000000,2.647,4700000,4200000,5.462,9.713,114400000,2.2,8.961,0.00922,0.03263,212500,9100000,,0.713,0.27797002,0.041079998,-0.00932,ACEINTEG.NS,ACE INTEGRATED SOLU. LTD.,Ace Integrated Solutions Limited,32.52,,,,,,none,,-1.81,1.0,Strong Buy,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<2) indicates potential for growth",Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
4269,2024-12-14 23:36:08,ACI.NS,Chemicals,Basic Materials,288,,,,,,86400,2,693.65,684.05,660.85,695.0,693.65,684.05,660.85,695.0,5.5,0.0082,1718928000,0.1683,,,37.601124,17.255083,370200,370200,396577,287853,287853,82589614080,571.3,837.7,7.1837144,674.215,679.8373,2.0,0.0028832983,79400550400,0.19115,51507270,123397000,0.5344,0.23466,127453000,143.034,4.679307,-0.761,17.8,45.22,0.09452164,1.0,1718928000,NSI,EQUITY,4638437888,37.62,3734929920,1516930944,4.855,6.484,11496783872,8.602,93.266,0.09486,0.1319,317348640,2444583936,-0.762,-0.172,0.94833,0.32487,0.2298,ACI.NS,ARCHEAN CHEMICAL IND LTD,Archean Chemical Industries Limited,669.3,912.0,745.0,826.0,800.0,,none,7,-3.51,1.4,Strong Buy,Hold,High Beta (more volatile),Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum
4270,2024-12-14 23:36:08,ACL.NS,Building Materials,Basic Materials,179,,,,,,86400,2,83.18,84.0,82.1,84.62,83.18,84.0,82.1,84.62,,,,,,-2.322,,,13358,13358,44007,31770,31770,7731398144,76.0,139.2,2.5101125,85.2276,90.27625,,,14502742016,-0.3196,9227513,92172096,0.93437,0.00126,92315200,25.828,3.242605,,-10.68,,-0.26599473,,,NSI,EQUITY,210200000,2.278,-157200000,6984900096,0.257,0.588,3080100096,293.077,33.418,-0.046490002,-0.34233,113675000,706200000,,-0.158,0.31566998,-0.05104,-0.51021,ACL.NS,ANDHRA CEMENTS LIMITED,Andhra Cements Limited,83.75,,,,,,none,,0.69,2.6,Hold,Hold,Low Beta (less volatile than the market),None,None,Hold,Trading near its 52-week low (bearish momentum)
4271,2024-12-14 23:36:08,ACLGATI.NS,Integrated Freight & Logistics,Industrials,,,,,,,86400,2,95.64,95.3,94.2,97.85,95.64,95.3,94.2,97.85,,,1568678400,,1.02,0.481,70.78102,23.65122,375664,375664,799350,306645,306645,14260601856,88.21,149.0,0.8565543,98.4374,102.0966,,,10868200448,0.01061,43760000,147062000,0.56215,0.033770002,147062000,79.943,1.2129892,,1.37,,-0.29578793,0.8,1568678400,NSI,EQUITY,1864899968,18.649,25700000,2420699904,1.506,1.795,16648800256,28.116,117.861,-0.0070599997,0.0119,772075008,735400000,,-0.034,0.11541,0.00154,-0.00117,ACLGATI.NS,ALLCARGO GATI LIMITED,Allcargo Gati Limited,96.97,128.0,128.0,128.0,128.0,,none,1,1.39,1.0,Strong Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",None,None,Hold,Trading near its 52-week low (bearish momentum)
4272,2024-12-14 23:36:08,ACMESOLAR.NS,Utilities - Renewable,Utilities,214,,,,,,86400,2,271.6,271.45,263.3,271.45,271.6,271.45,263.3,271.45,,,,,,,,,896707,896707,4236988,2470152,2470152,162163589120,227.85,292.4,13.155133,261.95,261.95,,,198237634560,0.50076,,605088000,,,613216000,49.622,5.4008303,-0.983,-1.15,,0.058660865,,,NSI,EQUITY,17743460352,38.323,10290239488,96527056896,1.766,1.918,12327019520,497.018,23.135,,,,22547939328,-0.98,-0.203,1.0,0.83476996,0.72507006,ACMESOLAR.NS,ACME SOLAR HOLDINGS LTD,,268.0,,,,,,none,,-1.33,2.6,Hold,Hold,High Beta (more volatile),Hold,Highly Profitable with margins > 20%,Hold,No strong momentum
4273,2024-12-14 23:36:08,ADANIENSOL.NS,Utilities - Independent Power Producers,Utilities,4959,,,,,,86400,2,818.15,818.9,807.0,837.5,818.15,818.9,807.0,837.5,,,,,,1.148,169.53159,31.455835,3747311,3747311,4391326,3816216,3816216,999945469952,588.0,1348.0,4.8000846,897.872,1010.4285,,,1325201620992,0.025799999,311468563,1201280000,0.74538004,0.15314001,1202569984,174.69,4.7650123,1.447,4.91,,-0.2019558,,,NSI,EQUITY,73197199360,60.933,70548201472,390087213056,1.52,1.702,208318300160,178.762,184.3,0.05224,0.01798,-39987462144,63460200448,1.466,0.683,0.60067004,0.33866,0.21068001,ADANIENSOL.NS,ADANI ENERGY SOLUTION LTD,Adani Energy Solutions Limited,832.4,1978.0,1300.0,1487.0,1335.0,,none,4,1.74,1.3,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
4274,2024-12-14 23:36:08,ADANIENT.NS,Thermal Coal,Energy,8676,9,8,1,10,8,86400,2,2504.1,2504.0,2479.05,2545.0,2504.1,2504.0,2479.05,2545.0,1.3,0.0005,1718323200,0.027999999,0.65,0.879,54.34423,35.81875,1940728,1940728,2806382,2210755,2210755,2919320518656,2025.0,3743.9,2.8533866,2762.278,3021.1272,,,3765014888448,0.0541,270065271,1154179968,0.78564,0.14654,1183869952,334.151,7.5640955,6.645,46.51,,-0.1519996,1.3,1718323200,NSI,EQUITY,66934398976,56.952,130348900352,804272472064,0.26,0.695,1023107203072,168.936,882.541,0.03809,0.1364,-170900307968,78020796416,6.41,0.004,0.48720002,0.1274,0.117589995,ADANIENT.NS,ADANI ENTERPRISES LIMITED,Adani Enterprises Limited,2527.55,4710.0,3800.0,4255.0,4255.0,,none,2,0.94,1.6,Buy,Hold,Low Beta (less volatile than the market),None,None,Hold,No strong momentum
4275,2024-12-14 23:36:08,ADANIGREEN.NS,Utilities - Renewable,Utilities,1597,5,7,1,5,5,86400,2,1217.95,1220.0,1179.3,1252.3,1217.95,1220.0,1179.3,1252.3,,,,,,1.016,188.72441,45.682346,6891803,6891803,3786580,6779617,6779617,1900446744576,870.25,2174.1,17.67693,1480.507,1748.9873,,,2834826264576,0.10492,317824615,1584029952,0.83375,0.117939994,1584440064,59.777,20.047844,-0.258,6.35,,-0.21398354,,,NSI,EQUITY,74310000640,42.001,82249998336,674299969536,0.378,0.508,107509997568,306.013,67.94,0.04514,0.11395001,-174412496896,82530000896,-0.29,0.376,0.81704,0.76505,0.54140997,ADANIGREEN.NS,ADANI GREEN ENERGY LTD,Adani Green Energy Limited,1198.4,2550.0,800.0,1966.25,2257.5,1.75,buy,4,-1.61,1.0,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
4276,2024-12-14 23:36:08,ADANIPORTS.NS,Marine Shipping,Industrials,3129,8,8,1,1,5,86400,2,1244.0,1241.95,1230.0,1262.0,1244.0,1241.95,1230.0,1262.0,6.0,0.0047999998,1718323200,0.1263,0.5,0.584,26.525263,21.863054,2816399,2816399,4552349,5129904,5129904,2722096742400,989.25,1621.4,9.777668,1309.336,1387.9397,,,3171866116096,0.35222,844842535,2160140032,0.59598,0.21455999,2160480000,264.719,4.7595754,0.399,47.5,33.42,0.1513753,6.0,1718323200,NSI,EQUITY,73401196544,33.984,166432702464,504850186240,0.716,1.136,278399385600,85.449,128.887,0.06685,0.17819999,41418551296,154786299904,0.764,0.063,0.66535,0.59782004,0.46587002,ADANIPORTS.NS,ADANI PORT & SEZ LTD,Adani Ports and Special Economic Zone Limited,1259.95,1960.0,1500.0,1706.0667,1700.0,1.4,strong_buy,15,1.28,2.1,Buy,Hold,Low Beta (less volatile than the market),Hold,Highly Profitable with margins > 20%,Hold,No strong momentum
4277,2024-12-14 23:36:08,ADANIPOWER.NS,Utilities - Independent Power Producers,Utilities,3295,,,,,,86400,2,539.85,539.6,532.0,544.7,539.85,539.6,532.0,544.7,,,,,,0.665,17.20975,-240.62779,6077089,6077089,7961506,7884806,7884806,2070980853760,432.0,895.85,3.7895598,568.499,636.344,,,2510682062848,0.23275,821586979,3856940032,0.71145,0.16392,3958579968,137.879,3.891818,-0.495,31.18,-2.23,-0.0050987005,,,NSI,EQUITY,64422600704,15.875,210003492864,377049710592,1.377,1.753,546496413696,65.013,141.0,0.10594,0.25756,5819887616,147137708032,-0.502,0.027,0.42663,0.38426998,0.31614,ADANIPOWER.NS,ADANI POWER LTD,Adani Power Limited,536.6,,,,,,none,,-0.6,2.2,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
4278,2024-12-14 23:36:08,ADFFOODS.NS,Packaged Foods,Consumer Defensive,354,,,,,,86400,2,329.45,328.8,325.4,345.0,329.45,328.8,325.4,345.0,1.8,0.0052,1730851200,0.16620001,2.49,0.903,47.649097,,407565,407565,552570,244617,244617,37814890496,179.0,347.35,6.677473,305.007,248.1396,1.8,0.0054636514,36908478464,0.14002,28084287,109864000,0.41318,0.23724002,110071000,42.148,8.151039,0.311,7.21,,0.7233509,0.6,1730851200,NSI,EQUITY,1378182016,12.542,1020780032,534353984,4.12,6.349,5663053824,11.537,51.593,0.10297,0.17274,39568000,386236000,0.307,0.295,0.52015996,0.18024999,0.14348,ADFFOODS.NS,ADF FOODS LIMITED,ADF Foods Limited,343.55,243.0,243.0,243.0,243.0,,none,1,4.28,1.7,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
4279,2024-12-14 23:36:08,ADL.NS,"Furnishings, Fixtures & Appliances",Consumer Cyclical,58,,,,,,86400,2,100.37,100.0,97.51,100.0,100.37,100.0,97.51,100.0,,,,,,0.362,178.57143,,469,469,7674,2413,2413,566588992,76.4,146.6,1.088945,96.9446,94.13485,,,737784384,0.0052,839808,5566250,0.82684,,5665890,91.178,1.0967557,,0.56,,0.09289622,,,NSI,EQUITY,3765000,0.671,42238248,220034000,,,520310016,43.355,90.737,,,,,,0.631,0.30723,0.08118,0.01602,ADL.NS,ARCHIDPLY DECOR LIMITED,Archidply Decor Limited,100.0,,,,,,none,,-0.37,1.0,Strong Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
4280,2024-12-14 23:36:08,ADORWELD.NS,Specialty Industrial Machinery,Industrials,672,,,,,,86400,2,1181.35,1172.0,1150.2,1184.7,1181.35,1172.0,1150.2,1184.7,36.0,0.03,1715731200,0.72980005,2.01,0.692,33.3295,14.581132,19497,19497,15629,33508,33508,20180279296,1107.05,1770.0,2.1841075,1253.75,1343.0697,,,15867696128,0.07261,4453090,17402800,0.57527,0.0933,17408800,266.486,4.349947,0.347,34.78,,-0.21466076,18.5,1715731200,NSI,EQUITY,218800000,16.09,988875008,440100000,,,9239600128,12.145,679.52,,,,,0.347,0.212,0.33006,0.107030004,0.076079994,ADORWELD.NS,ADOR WELDING LTD,Ador Welding Limited,1159.2,1621.0,1621.0,1621.0,1621.0,,none,1,-1.87,2.3,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
4281,2024-12-14 23:36:08,ADROITINFO.NS,Information Technology Services,Technology,94,,,,,,86400,2,21.24,21.21,20.17,21.8,21.24,21.21,20.17,21.8,,,1503273600,,,0.352,16.27907,,42076,42076,239802,38191,38191,724623872,14.4,30.4,2.5498946,21.717,19.1923,,,627747776,0.14839,16247641,24767400,0.56655,,34505900,22.464,0.93482906,,1.29,,0.4172281,0.352801,1503273600,NSI,EQUITY,13955000,0.595,61933000,149087008,0.949,1.772,284177984,28.292,12.461,0.05396,0.1162,-174940368,-79302000,,0.707,0.34285,0.21794,0.056500003,ADROITINFO.NS,ADROIT INFOTECH LIMITED,Adroit Infotech Limited,21.0,,,,,,none,,-1.13,2.2,Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<1) indicates undervalued assets",Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
4282,2024-12-14 23:36:08,ADSL.NS,Information Technology Services,Technology,3000,,,,,,86400,2,256.85,256.5,251.0,264.0,256.85,256.5,251.0,264.0,1.5,0.0058,1722556800,0.1892,,0.949,32.790405,20.289062,298460,298460,612193,310669,310669,14607268864,116.15,319.9,2.0010505,271.367,210.72964,,,15864158208,0.06548,26996940,56225100,0.55498004,0.00526,56716200,93.447,2.7791157,0.011,7.92,12.43,1.0627482,1.5,1722556800,NSI,EQUITY,1719500032,27.127,828499968,690700032,2.207,3.453,7299800064,10.869,122.999,0.05303,0.07776,395787488,1034700032,-0.118,0.193,0.1889,0.11350001,0.07078,ADSL.NS,ALLIED DIGITAL SERV. LTD,Allied Digital Services Limited,259.7,288.0,288.0,288.0,288.0,,none,1,1.11,1.7,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
4283,2024-12-14 23:36:08,ADVANIHOTR.NS,Lodging,Consumer Cyclical,161,,,,,,86400,2,71.6,71.6,70.03,71.6,71.6,71.6,70.03,71.6,1.8,0.0272,1717113600,0.695,2.23,0.523,28.544355,,65466,65466,96066,91055,91055,6543721472,48.0,91.65,6.2825856,69.2182,73.91445,,,5660240896,0.23004,9904186,92438496,0.82036,0.00049,93444000,7.777,9.102482,-0.216,2.48,,0.3515991,0.8,1717113600,NSI,EQUITY,484680000,5.233,323891008,19757000,,,1041564992,2.748,11.255,,,,,-0.22,-0.054,0.62271,0.31097,0.17457001,ADVANIHOTR.NS,ADVANI HOT.& RES.(I) LTD,Advani Hotels & Resorts (India) Limited,70.79,,,,,,none,,-1.13,2.4,Buy,Hold,Low Beta (less volatile than the market),Hold,Highly Profitable with margins > 20%,Hold,No strong momentum
4284,2024-12-14 23:36:08,ADVENZYMES.NS,Specialty Chemicals,Basic Materials,323,,,,,,86400,2,380.6,378.95,374.0,381.15,380.6,378.95,374.0,381.15,5.1,0.0135,1721260800,0.4163,0.64,0.399,30.757944,19.968254,137020,137020,308742,265327,265327,42223890432,334.05,571.0,6.817243,426.892,410.455,5.1,0.013399894,38017429504,0.22131,29527364,111881000,0.55859,0.214,112829000,120.137,3.1414135,-0.046,12.27,12.45,0.006802678,1.1,1721260800,NSI,EQUITY,5069910016,45.398,1930279936,469180000,5.844,7.765,6193690112,3.378,55.403,0.07001,0.10474,679223744,1422230016,-0.049,-0.074,0.75695,0.31165,0.22944,ADVENZYMES.NS,ADVANCED ENZYME TECH LTD,Advanced Enzyme Technologies Limited,377.4,470.0,470.0,470.0,470.0,,none,1,-0.84,1.7,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
4285,2024-12-14 23:36:08,AEGISLOG.NS,Oil & Gas Refining & Marketing,Energy,952,,,,,,86400,2,760.6,763.6,749.05,786.1,760.6,763.6,749.05,786.1,9.0,0.0115,1719360000,0.3157,1.11,1.018,46.95783,34.86448,715197,715197,384776,550158,550158,274639683584,625.0,970.0,3.8888185,775.455,795.3372,4.5,0.005916382,296883519488,0.08267,120749677,351000000,0.65184,0.17161,352328000,117.472,6.635624,-0.008,16.6,,0.112062216,2.0,1719360000,NSI,EQUITY,26583500800,75.766,9300447232,43742601216,3.275,3.722,70622912512,92.2,201.097,0.06091,0.15681,-3684128000,6016827904,-0.008,0.418,0.18675,0.13169,0.10659,AEGISLOG.NS,AEGIS LOGISTICS LIMITED,,779.5,1050.0,600.0,856.8,897.0,,none,5,2.48,1.7,Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
4286,2024-12-14 23:36:08,AEROFLEX.NS,Metal Fabrication,Industrials,478,,,,,,86400,2,230.61,231.0,222.4,232.99,230.61,231.0,222.4,232.99,0.25,0.0011,1719532800,0.07,,,63.669468,37.883335,1831691,1831691,1689893,2278908,2278908,29407391744,115.0,234.45,8.761532,196.1928,164.37794,,,28696492032,0.13448,37759033,129320000,0.71606004,0.04458,129377000,24.523,9.268849,0.18,3.57,,0.5067948,0.25,1719532800,NSI,EQUITY,599128000,4.65,668792000,7371000,1.841,2.928,3356421120,0.233,26.611,0.09717,0.15298,-374848256,304334016,0.128,0.13,0.36733,0.19926001,0.18881,AEROFLEX.NS,AEROFLEX INDUSTRIES LTD,Aeroflex Industries Limited,227.3,230.0,230.0,230.0,230.0,,none,1,-1.44,1.3,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
4287,2024-12-14 23:36:08,AETHER.NS,Specialty Chemicals,Basic Materials,970,,,,,,86400,2,889.85,889.0,860.0,900.0,889.85,889.0,860.0,900.0,,,,,,0.072,144.87785,53.107464,41525,41525,120124,50403,50403,117939208192,761.55,1071.0,18.05967,861.396,868.2147,,,114780766208,0.12362,24085407,132583000,0.81781995,0.12843001,132970000,160.953,5.5267687,-0.051,6.14,17.07,-0.021773815,,,NSI,EQUITY,5080540160,38.397,1363869952,2159970048,2.06,3.455,6530529792,10.142,49.914,0.02558,0.03867,-4114261248,242200000,-0.051,0.211,0.41702,0.20885,0.21547002,AETHER.NS,AETHER INDUSTRIES LIMITED,Aether Industries Limited,889.55,1140.0,810.0,1043.6,1073.0,1.6,buy,5,-0.03,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
4288,2024-12-14 23:36:08,AFCONS.NS,Engineering & Construction,Industrials,3972,,,,,,86400,2,526.25,523.45,513.1,528.95,526.25,523.45,513.1,528.95,,,,,,,42.722813,28.551914,1345368,1345368,6505308,2629277,2629277,192167657472,420.25,559.3,1.450273,498.62833,498.62833,,,195502276608,0.03399,155758278,367784992,,0.05948,367784992,105.534,4.951011,0.007,12.23,,0.101855755,,,NSI,EQUITY,8478929920,24.884,13826820096,34533498880,0.896,1.142,132504469504,93.718,388.875,,,,8285700096,0.007,-0.005,0.2958,0.10435,0.071100004,AFCONS.NS,AFCONS INFRASTRUCTURE LTD,,522.5,610.0,610.0,610.0,610.0,1.0,strong_buy,1,-0.71,1.7,Buy,Hold,High Beta (more volatile),None,None,Hold,No strong momentum
4289,2024-12-14 23:36:08,AFFLE.NS,Advertising Agencies,Communication Services,642,,,,,,86400,2,1803.5,1809.5,1751.1,1809.85,1803.5,1809.5,1751.1,1809.85,,,,,,1.114,71.9304,52.442295,289378,289378,333309,857079,857079,249344344064,998.2,1869.15,12.061306,1604.292,1386.288,,,237119389696,0.16586,61161394,140286000,0.60078,0.2547,142360992,192.201,9.24761,0.377,24.71,35.11,0.4267137,,,NSI,EQUITY,13472879616,96.077,3506409984,1347149952,3.498,3.689,20673079296,4.998,148.586,0.0726,0.15991001,-966837504,3092800000,0.307,0.259,0.27159,0.16961001,0.16254,AFFLE.NS,AFFLE (INDIA) LIMITED,Affle (India) Limited,1777.4,2000.0,1070.0,1733.0,1787.5,1.63636,buy,10,-1.45,1.3,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
